SearchedWord,TweetID,L1,L2,L3,Final_Label
آتئیست,1232223557398278144,neg,neg,None,neg
آتئیست,1232756672143253504,neg,neg,None,neg
آتئیست,1232631547217367040,neg,neg,None,neg
آتئیست,1230192422698803207,neg,neg,None,neg
آتئیست,1231985374844551169,neu,neu,None,neu
آتئیست,1230907045567705090,neg,neg,None,neg
آتئیست,1231939625830223873,neg,neg,None,neg
آتئیست,1231556754116403201,neg,neg,None,neg
آتئیست,1232221037900771328,neg,neg,None,neg
آتئیست,1231587674269638656,neg,neg,None,neg
آتئیست,1231623838926098432,neg,neg,None,neg
آتئیست,1230581911942119424,neu,neu,None,neu
آتئیست,1231846108227342336,neg,neg,None,neg
آتئیست,1230412990584958977,neg,neg,None,neg
آتئیست,1230578566183735297,neg,neg,None,neg
آتئیست,1229351861653843968,neu,neu,None,neu
آتئیست,1230123151347970049,neg,neg,None,neg
آتئیست,1230782945713119232,neu,neu,None,neu
آتئیست,1230411071632093184,neg,neg,None,neg
آتئیست,1229876794565824512,neu,neu,None,neu
آتئیست,1230073460325412864,neg,neg,None,neg
آتئیست,1230256774189592577,neg,neg,None,neg
آتئیست,1232628743572774914,neg,neg,None,neg
آتئیست,1232599478839832576,neg,neg,None,neg
آتئیست,1229628501696950272,neg,neg,None,neg
آتئیست,1232640941795741697,neg,neg,None,neg
آتئیست,1232224133288726528,neg,neg,None,neg
آتئیست,1230885860670922752,neu,neu,None,neu
آتئیست,1231982085906272256,neu,neu,None,neu
آتئیست,1232171491162230786,neg,neg,None,neg
آتئیست,1231992956485296128,neg,neg,None,neg
آتئیست,1230160584198565888,neg,neg,None,neg
آتئیست,1229671255076413440,neg,neg,None,neg
آتئیست,1231482941399760897,neg,neg,None,neg
آتئیست,1232263253935427584,neg,neg,None,neg
آتئیست,1229312039228710912,neg,neg,None,neg
آتئیست,1229716357253562369,neg,neg,None,neg
آتئیست,1232225065577648129,neg,neg,None,neg
آتئیست,1231482093332381698,neg,neg,None,neg
آتئیست,1231300362025435137,neu,neu,None,neu
آتئیست,1230391790718640129,neg,neg,None,neg
آتئیست,1230436709659222016,neg,neg,None,neg
آتئیست,1230135058322853888,neg,neg,None,neg
آتئیست,1231185954666401793,neg,neg,None,neg
آتئیست,1229761144002400257,neg,neg,None,neg
آتئیست,1231146018374287360,neg,neg,None,neg
آتئیست,1231258936277426178,neg,neg,None,neg
آتئیست,1230931005047025666,neg,neg,None,neg
آتئیست,1232020601696505856,neu,neu,None,neu
آتئیست,1232041849390387200,neg,neg,None,neg
آتئیست,1230944516099760134,neg,neg,None,neg
آتئیست,1232047507842179073,neg,neg,None,neg
آتئیست,1232015266785251331,neg,neg,None,neg
آتئیست,1231552949056393219,neu,neu,None,neu
آتئیست,1231426001806266368,neg,neg,None,neg
آتئیست,1231148642234511360,neg,neg,None,neg
ریپلای,1232739303631048705,neg,neg,None,neg
ریپلای,1232631517916094466,neg,neg,None,neg
ریپلای,1232755320956628992,neg,neg,None,neg
ریپلای,1232343044365717504,neg,neg,None,neg
ریپلای,1232252978314301442,neg,neg,None,neg
ریپلای,1232770640077348865,pos,pos,None,pos
ریپلای,1232348175689601024,pos,pos,None,pos
ریپلای,1232775495877570562,neg,neg,None,neg
ریپلای,1232611672151461888,neu,neu,None,neu
ریپلای,1232183085644599297,neu,neu,None,neu
ریپلای,1232724165901398017,neg,neg,None,neg
ریپلای,1232195139860299781,neg,neg,None,neg
ریپلای,1232361713800011778,neu,neu,None,neu
ریپلای,1232513116828839937,neu,neu,None,neu
ریپلای,1232348518142140417,neu,neu,None,neu
ریپلای,1232325631817519104,pos,pos,None,pos
ریپلای,1232279456963813378,neg,neg,None,neg
ریپلای,1232328147917557765,neg,neg,None,neg
ریپلای,1232773218777346050,neg,neg,None,neg
ریپلای,1232257202922098689,neu,neu,None,neu
ریپلای,1232740277179338753,neg,neg,None,neg
ریپلای,1232327048678518785,neg,neg,None,neg
ریپلای,1232722629959864321,neu,neu,None,neu
ریپلای,1232362091283189762,neu,neu,None,neu
ریپلای,1232244472072699904,pos,pos,None,pos
ریپلای,1232541368523919360,neg,neg,None,neg
ریپلای,1232305680574533632,neu,neu,None,neu
ریپلای,1232302204708630530,neg,neg,None,neg
ریپلای,1232424728515809280,neg,neg,None,neg
ریپلای,1232568033148887040,neg,neg,None,neg
ریپلای,1232305978722471937,pos,pos,None,pos
ریپلای,1232397923620618240,pos,pos,None,pos
ریپلای,1232311047534460929,pos,pos,None,pos
ریپلای,1232451119520944129,neg,neg,None,neg
ریپلای,1232447170894151682,neu,neu,None,neu
ریپلای,1232596755457376257,neg,neg,None,neg
ریپلای,1232440594124791808,pos,pos,None,pos
ریپلای,1232312358510284804,neu,neu,None,neu
ریپلای,1232397457310593024,neg,neg,None,neg
ریپلای,1232305723733880832,neu,neu,None,neu
ریپلای,1232403917796978690,neu,neu,None,neu
ریپلای,1232447336300679169,neu,neu,None,neu
ریپلای,1232452493122002944,neu,neu,None,neu
ریپلای,1232430587589414912,neg,neg,None,neg
ریپلای,1232654063650705411,neg,neg,None,neg
ریپلای,1232600257739055105,neg,neg,None,neg
ریپلای,1232320438044418048,neg,neg,None,neg
ریپلای,1232410292807708673,neg,neg,None,neg
ریپلای,1232320998831161347,neg,neg,None,neg
ریپلای,1232673219775086592,neg,neg,None,neg
ریپلای,1232416893711110149,neg,neg,None,neg
ریپلای,1232393626015145989,neu,neu,None,neu
ریپلای,1232395085897179139,neu,neu,None,neu
ریپلای,1232461417804025861,neg,neg,None,neg
ریپلای,1232588262604263425,neg,neg,None,neg
ریپلای,1232462568687452160,neg,neg,None,neg
ریپلای,1232429187220140032,neu,neu,None,neu
ریپلای,1232433461941522433,neg,neg,None,neg
ریپلای,1232602925089906689,neg,neg,None,neg
ریپلای,1232654055819837440,neg,neg,None,neg
ریپلای,1232395701356814336,neg,neg,None,neg
ریپلای,1232419963375357953,neg,neg,None,neg
ریپلای,1232672556827783169,neu,neu,None,neu
ریپلای,1232246099311812610,neu,neu,None,neu
ریپلای,1232705258020888576,neu,neu,None,neu
ریپلای,1232217159847358464,neu,neu,None,neu
ریپلای,1232802435455950849,pos,pos,None,pos
ریپلای,1232215833872674816,neu,neu,None,neu
ریپلای,1232735314499731456,neg,neg,None,neg
ریپلای,1232813856747069442,neg,neg,None,neg
ریپلای,1232248428232613892,neg,neg,None,neg
ریپلای,1232805766152757249,neg,neg,None,neg
اوکی,1232456112416256000,neg,neg,None,neg
اوکی,1232443775575674880,pos,pos,None,pos
اوکی,1232455138893160449,neg,neg,None,neg
اوکی,1232455950339989504,neu,neu,None,neu
اوکی,1232455876247576579,pos,pos,None,pos
اوکی,1232455833503453184,neu,neu,None,neu
اوکی,1232491879553359873,neg,neg,None,neg
اوکی,1232440081283043331,pos,pos,None,pos
اوکی,1232452111385759745,pos,pos,None,pos
اوکی,1232483007128162305,pos,pos,None,pos
اوکی,1232488171155402753,neg,neg,None,neg
اوکی,1232485999264972800,pos,pos,None,pos
اوکی,1232434890177536001,neu,neu,None,neu
اوکی,1232442094406356993,neg,neg,None,neg
اوکی,1232527181903024129,pos,pos,None,pos
اوکی,1232499211599400961,neg,neg,None,neg
اوکی,1232434877653348354,neg,neg,None,neg
اوکی,1232523213625843714,pos,pos,None,pos
اوکی,1232444783475298304,neg,neg,None,neg
اوکی,1232470196868136960,neg,neg,None,neg
اوکی,1232446307907686400,pos,pos,None,pos
اوکی,1232474303557328896,pos,pos,None,pos
اوکی,1232442965156478978,neg,neg,None,neg
اوکی,1232441242971037696,neg,neg,None,neg
اوکی,1232465896175624193,neg,neg,None,neg
اوکی,1232440231321726977,neg,neg,None,neg
اوکی,1232439187044876288,neg,neg,None,neg
اوکی,1232449777230499840,neg,neg,None,neg
اوکی,1232440312397627392,neu,neu,None,neu
اوکی,1232451340632125440,pos,pos,None,pos
اوکی,1232446904971083776,neg,neg,None,neg
اوکی,1232490971687862273,neu,neu,None,neu
اوکی,1232437033102008320,neg,neg,None,neg
اوکی,1232488893284405253,neu,neu,None,neu
اوکی,1232436499032899585,pos,pos,None,pos
اوکی,1232441590368464896,neu,neu,None,neu
اوکی,1232454280990220288,neg,neg,None,neg
هپی,1232405758836342784,neg,neg,None,neg
هپی,1232275408609038337,pos,pos,None,pos
هپی,1232385164040339460,neg,neg,None,neg
هپی,1230945453799288834,neu,neu,None,neu
هپی,1231428145066258432,neu,neu,None,neu
هپی,1232228567490203649,pos,pos,None,pos
هپی,1231369223806517255,pos,pos,None,pos
هپی,1231152023896305664,pos,pos,None,pos
هپی,1231976633004777473,neg,neg,None,neg
هپی,1232439961908957184,neg,neg,None,neg
هپی,1232212965274710017,neg,neg,None,neg
هپی,1232242134272630784,neg,neg,None,neg
هپی,1232367200889135104,neu,neu,None,neu
هپی,1232574902013775874,pos,pos,None,pos
هپی,1232569738980679681,pos,pos,None,pos
هپی,1232348478485008385,pos,pos,None,pos
هپی,1231340796349157377,neg,neg,None,neg
هپی,1230877545379352576,neg,neg,None,neg
هپی,1232219562009153536,pos,pos,None,pos
هپی,1232420897132335105,pos,pos,None,pos
هپی,1232226169896030208,pos,pos,None,pos
هپی,1231538138343931904,pos,pos,None,pos
هپی,1232375245476155392,neu,neu,None,neu
هپی,1232274910170550272,pos,pos,None,pos
هپی,1232189817443713024,pos,pos,None,pos
هپی,1230786846004842497,neg,neg,None,neg
هپی,1231339062025424897,pos,pos,None,pos
هپی,1231293695376478209,neg,neg,None,neg
هپی,1231330864652603394,pos,pos,None,pos
هپی,1232359490688815104,neg,neg,None,neg
هپی,1231937761227268096,neu,neu,None,neu
هپی,1232556383129743360,neg,neg,None,neg
هپی,1231233460552880129,pos,pos,None,pos
هپی,1231837522285780993,pos,pos,None,pos
هپی,1231210933504090117,neg,neg,None,neg
هپی,1231876168665780225,pos,pos,None,pos
هپی,1232675825096499200,pos,pos,None,pos
هپی,1231202654144978945,pos,pos,None,pos
هپی,1231672812059922432,pos,pos,None,pos
هپی,1230624403324575745,neg,neg,None,neg
هپی,1231198159348674565,pos,pos,None,pos
هپی,1232674973896101890,neg,neg,None,neg
هپی,1231661382568943616,pos,pos,None,pos
هپی,1232498264072577024,pos,pos,None,pos
هپی,1231205899324346369,pos,pos,None,pos
هپی,1231677700143751169,neg,neg,None,neg
هپی,1232555568499318784,neg,neg,None,neg
هپی,1230686913553674241,pos,pos,None,pos
هپی,1231574443664838657,neu,neu,None,neu
هپی,1231582694359916544,pos,pos,None,pos
هپی,1230620252192432128,neu,neu,None,neu
هپی,1231567385519443969,neg,neg,None,neg
هپی,1231663748697534471,neg,neg,None,neg
هپی,1231269205850365954,pos,pos,None,pos
هپی,1230567696338694144,pos,pos,None,pos
هپی,1231471011595522054,neu,neu,None,neu
هپی,1230614960016941058,pos,pos,None,pos
هپی,1231175769570803712,neg,neg,None,neg
هپی,1232614494351896577,neg,neg,None,neg
هپی,1231805692450942976,pos,pos,None,pos
هپی,1232579497351839746,pos,pos,None,pos
هپی,1231259314695725056,pos,pos,None,pos
هپی,1231238763923329026,pos,pos,None,pos
هپی,1230572979152728064,pos,pos,None,pos
هپی,1231664011973988352,pos,pos,None,pos
هپی,1230603529083117578,pos,pos,None,pos
هپی,1232614855082795008,neu,neu,None,neu
هپی,1231748587542994944,neu,neu,None,neu
هپی,1232614474252718086,neg,neg,None,neg
هپی,1230748710977458179,neu,neu,None,neu
هپی,1231254238434598913,neg,neg,None,neg
جاج,1232019103092596738,neg,neg,None,neg
جاج,1232364235520380928,neg,neg,None,neg
جاج,1232090605548953606,neg,neg,None,neg
جاج,1232278667641880576,neg,neg,None,neg
جاج,1232430587589414912,neg,neg,None,neg
جاج,1232004389273063425,neg,neg,None,neg
جاج,1232417282242031616,neu,neu,None,neu
جاج,1232006720613797888,neu,neu,None,neu
جاج,1232455549964320770,neg,neg,None,neg
جاج,1232427072615784448,neg,neg,None,neg
جاج,1232105221377134592,neg,neg,None,neg
جاج,1232020338768318464,neg,neg,None,neg
جاج,1232264191073030144,neg,neg,None,neg
جاج,1231996171155124225,neg,neg,None,neg
جاج,1232408482218901504,neg,neg,None,neg
جاج,1232337770342952960,neg,neg,None,neg
جاج,1232213353667403777,pos,pos,None,pos
جاج,1232408137870848002,neg,neg,None,neg
جاج,1232406659554848773,neg,neg,None,neg
جاج,1232339808128815105,neu,neu,None,neu
جاج,1231971571822157826,neg,neg,None,neg
جاج,1232520167608987648,neg,neg,None,neg
جاج,1232209044049362945,neu,neu,None,neu
جاج,1232274596180692992,neg,neg,None,neg
جاج,1232427466259619842,neg,neg,None,neg
جاج,1232276624193839105,neg,neg,None,neg
جاج,1232263798758813698,neu,neu,None,neu
جاج,1232425996118372352,neg,neg,None,neg
جاج,1232276155362938881,neg,neg,None,neg
جاج,1232364826707578882,neg,neg,None,neg
جاج,1232091280743772160,neg,neg,None,neg
جاج,1232396069687963650,neu,neu,None,neu
جاج,1231987676846395393,neg,neg,None,neg
جاج,1232337652885721089,neg,neg,None,neg
جاج,1232391723877269504,neg,neg,None,neg
جاج,1232237685877747712,neg,neg,None,neg
جاج,1232053714917056512,neg,neg,None,neg
جاج,1232301805993963520,neg,neg,None,neg
جاج,1232059124323627013,neg,neg,None,neg
جاج,1232391139300446208,neg,neg,None,neg
جاج,1232251632542502912,neg,neg,None,neg
جاج,1232390338003820546,neg,neg,None,neg
جاج,1232063557530984450,neg,neg,None,neg
جاج,1232370992145747968,neu,neu,None,neu
جاج,1232322680403173377,neg,neg,None,neg
جاج,1232321187658784773,neg,neg,None,neg
جاج,1232025014884589568,neg,neg,None,neg
جاج,1232025948456914945,pos,pos,None,pos
جاج,1232032376555003905,neg,neg,None,neg
جاج,1232305925802819586,neu,neu,None,neu
جاج,1232063854462541826,neg,neg,None,neg
جاج,1232388610411974656,neu,neu,None,neu
جاج,1232253093846376450,neg,neg,None,neg
جاج,1232239147345207297,neg,neg,None,neg
جاج,1232242561370263554,neg,neg,None,neg
جاج,1232058047599665153,neg,neg,None,neg
جاج,1232242663384109058,neg,neg,None,neg
جاج,1232258256422277120,neg,neg,None,neg
جاج,1232256110297600002,neg,neg,None,neg
جاج,1232324631572492289,neg,neg,None,neg
جاج,1232374897055346688,neg,neg,None,neg
جاج,1232046754129940481,neg,neg,None,neg
جاج,1232322654016884736,neu,neu,None,neu
جاج,1232378578945245184,neg,neg,None,neg
جاج,1232254510854262785,neg,neg,None,neg
جاج,1232325882791985152,neg,neg,None,neg
میک لاو,1229883329815683072,pos,pos,None,pos
میک لاو,1232424849865367552,neu,neu,None,neu
میک لاو,1230874113406881797,neu,neu,None,neu
میک لاو,1232369913819488259,neu,neu,None,neu
میک لاو,1230006053544349696,neg,neg,None,neg
میک لاو,1230412164621623296,neg,neg,None,neg
میک لاو,1231474765044625408,neg,neg,None,neg
پولتیک,1231797542934974464,neu,neu,None,neu
پولتیک,1230439783794692098,neu,neu,None,neu
پولتیک,1230378126598905856,neg,neg,None,neg
پولتیک,1229290600182288385,neg,neg,None,neg
پولتیک,1231256523692793858,neg,neg,None,neg
پولتیک,1229706555970523142,neg,neg,None,neg
بورینگ,1230516512760508417,neg,neg,None,neg
بورینگ,1229473771364454402,neg,neg,None,neg
بورینگ,1230850670208704517,neg,neg,None,neg
بورینگ,1232579769407021056,neg,neg,None,neg
بورینگ,1230582433822773250,neg,neg,None,neg
بورینگ,1229479844578287619,neg,neg,None,neg
بورینگ,1230639430278504449,neg,neg,None,neg
بورینگ,1230887533602578434,neg,neg,None,neg
بورینگ,1229408847380570112,neg,neg,None,neg
بورینگ,1230547401640796160,neg,neg,None,neg
بورینگ,1230248541567770624,neu,neu,None,neu
بورینگ,1230382548800417792,neg,neg,None,neg
بورینگ,1230917900724248577,neu,neu,None,neu
بورینگ,1230025456340131841,neg,neg,None,neg
بورینگ,1232326549111791617,neg,neg,None,neg
بورینگ,1232207924451213313,neg,neg,None,neg
بورینگ,1230510632702795776,neg,neg,None,neg
بورینگ,1229531180644495360,neg,neg,None,neg
بورینگ,1232401777510801408,neg,neg,None,neg
بورینگ,1231706533056172033,neu,neu,None,neu
بورینگ,1231005092708601858,neg,neg,None,neg
بورینگ,1230530882554953728,neg,neg,None,neg
بورینگ,1232693217939746818,neg,neg,None,neg
بورینگ,1230246175577661446,neg,neg,None,neg
بورینگ,1229857845950046208,neg,neg,None,neg
بورینگ,1229464407085699073,neg,neg,None,neg
ریتوییت,1232449968146808835,pos,pos,None,pos
ریتوییت,1232452556590206976,neu,neu,None,neu
ریتوییت,1232438198564835329,neu,neu,None,neu
ریتوییت,1232521621371572225,neg,neg,None,neg
ریتوییت,1232531220174688256,neg,neg,None,neg
ریتوییت,1232484285417832449,pos,pos,None,pos
ریتوییت,1232532040798625792,neu,neu,None,neu
ریتوییت,1232440069765517312,neu,neu,None,neu
ریتوییت,1232456200744095744,neg,neg,None,neg
ریتوییت,1232510765493628928,neg,neg,None,neg
ریتوییت,1232430474896629760,pos,pos,None,pos
ریتوییت,1232443629471289344,neu,neu,None,neu
ریتوییت,1232439707725791232,neg,neg,None,neg
ریتوییت,1232497754355699712,neu,neu,None,neu
ریتوییت,1232506216452182023,neu,neu,None,neu
ریتوییت,1232430112433262592,neg,neg,None,neg
ریتوییت,1232458907915735040,neg,neg,None,neg
ریتوییت,1232513279077101568,neu,neu,None,neu
ریتوییت,1232461241525755905,neg,neg,None,neg
ریتوییت,1232444310211031040,neg,neg,None,neg
ریتوییت,1232467539814305793,pos,pos,None,pos
ریتوییت,1232513620766085123,neg,neg,None,neg
ریتوییت,1232474125861441536,neu,neu,None,neu
ریتوییت,1232522689421512704,neu,neu,None,neu
ریتوییت,1232424906362703884,pos,pos,None,pos
ریتوییت,1232533885235408896,neu,neu,None,neu
ریتوییت,1232425628806393857,neu,neu,None,neu
ریتوییت,1232434027602141184,neu,neu,None,neu
ریتوییت,1232453546701991938,neg,neg,None,neg
ریتوییت,1232484239376928768,neg,neg,None,neg
ریتوییت,1232447919816445953,pos,pos,None,pos
ریتوییت,1232454121283735552,pos,pos,None,pos
ریتوییت,1232477690428452864,neg,neg,None,neg
ریتوییت,1232451657876701184,pos,pos,None,pos
ریتوییت,1232451602348249088,neu,neu,None,neu
ریتوییت,1232436320858865664,neg,neg,None,neg
ریتوییت,1232531561528123392,neu,neu,None,neu
ریتوییت,1232523672465924102,neu,neu,None,neu
ریتوییت,1232531822346551296,pos,pos,None,pos
ریتوییت,1232534153813467137,neg,neg,None,neg
ریتوییت,1232452119535316993,neg,neg,None,neg
ریتوییت,1232528147901489153,neg,neg,None,neg
ریتوییت,1232527391240544257,neg,neg,None,neg
ریتوییت,1232433229551915008,neg,neg,None,neg
ریتوییت,1232462866449457152,pos,pos,None,pos
ریتوییت,1232500988055031808,neg,neg,None,neg
ریتوییت,1232428606929813504,neg,neg,None,neg
ریتوییت,1232440461744148480,neg,neg,None,neg
ریتوییت,1232509722672140290,pos,pos,None,pos
ریتوییت,1232505216655876096,neu,neu,None,neu
ریتوییت,1232443813722853378,pos,pos,None,pos
ریتوییت,1232456806191878144,neu,neu,None,neu
ریتوییت,1232455789706543104,neg,neg,None,neg
ریتوییت,1232458339021312000,pos,pos,None,pos
ریتوییت,1232432208297648130,neg,neg,None,neg
ریتوییت,1232429920854446080,neg,neg,None,neg
ریتوییت,1232462259110072321,neg,neg,None,neg
ریتوییت,1232467110585982978,neg,neg,None,neg
ریتوییت,1232527096402104321,neu,neu,None,neu
ریتوییت,1232450893951295489,neu,neu,None,neu
ریتوییت,1232518538059010049,pos,pos,None,pos
ریتوییت,1232475027422887937,neg,neg,None,neg
ریتوییت,1232424676380565505,neg,neg,None,neg
ریتوییت,1232530002551410688,neu,neu,None,neu
ریتوییت,1232437280100339712,neg,neg,None,neg
اپلیکیشن,1231854568029478912,neg,neg,None,neg
اپلیکیشن,1231859650615627782,neg,neg,None,neg
اپلیکیشن,1232194212294266881,neu,neu,None,neu
اپلیکیشن,1232310043166543872,neg,neg,None,neg
اپلیکیشن,1230907309808869384,neu,neu,None,neu
اپلیکیشن,1230599808013893632,neu,neu,None,neu
اپلیکیشن,1231653961817612289,neu,neu,None,neu
اپلیکیشن,1231687865253400577,neg,neg,None,neg
اپلیکیشن,1232074855379501056,neg,neg,None,neg
اپلیکیشن,1231080848889458689,neu,neu,None,neu
اپلیکیشن,1230549268487753728,neg,neg,None,neg
اپلیکیشن,1231495969340043267,neu,neu,None,neu
اپلیکیشن,1230527347880796162,neu,neu,None,neu
اپلیکیشن,1232377451407429633,neu,neu,None,neu
اپلیکیشن,1232251982934691840,neu,neu,None,neu
اپلیکیشن,1231273500066959360,neu,neu,None,neu
اپلیکیشن,1232245987369943040,pos,pos,None,pos
اپلیکیشن,1230887344754057217,neg,neg,None,neg
اپلیکیشن,1232190799594639361,neu,neu,None,neu
اپلیکیشن,1230590457685643268,neu,neu,None,neu
اپلیکیشن,1232262855015223296,pos,pos,None,pos
اپلیکیشن,1230564494364921858,neg,neg,None,neg
اپلیکیشن,1230527172282060800,neg,neg,None,neg
اپلیکیشن,1232381961471217664,neu,neu,None,neu
اپلیکیشن,1232072086350417920,pos,pos,None,pos
اپلیکیشن,1230949457270910976,neu,neu,None,neu
اپلیکیشن,1230530315891986432,pos,pos,None,pos
اپلیکیشن,1232073936092962821,neu,neu,None,neu
اپلیکیشن,1231495513477992448,pos,pos,None,pos
اپلیکیشن,1231692033967915010,neg,neg,None,neg
اپلیکیشن,1230941572155441153,neu,neu,None,neu
اپلیکیشن,1232095337302700034,neu,neu,None,neu
اپلیکیشن,1231142201222025216,neg,neg,None,neg
اپلیکیشن,1231956073973796864,neu,neu,None,neu
اپلیکیشن,1231537199008636928,neu,neu,None,neu
اپلیکیشن,1231961756521652224,neg,neg,None,neg
اپلیکیشن,1231978672556519424,neu,neu,None,neu
اپلیکیشن,1231121084789002240,neg,neg,None,neg
اپلیکیشن,1231528930680676352,pos,pos,None,pos
اپلیکیشن,1231874398040264707,neg,neg,None,neg
اپلیکیشن,1231883291885633537,pos,pos,None,pos
اپلیکیشن,1231885638191939591,neg,neg,None,neg
اپلیکیشن,1231625068280713222,pos,pos,None,pos
اپلیکیشن,1230622409725763584,neg,neg,None,neg
اپلیکیشن,1231219261298954242,neu,neu,None,neu
اپلیکیشن,1231635214855741441,neu,neu,None,neu
اپلیکیشن,1231945312685699072,neu,neu,None,neu
اپلیکیشن,1230783362681298944,neg,neg,None,neg
اپلیکیشن,1230776022041231360,neu,neu,None,neu
اپلیکیشن,1231872080997535751,neu,neu,None,neu
اپلیکیشن,1231635228671823872,neu,neu,None,neu
اپلیکیشن,1231204806074814465,pos,pos,None,pos
اپلیکیشن,1231626654893522944,neg,neg,None,neg
اپلیکیشن,1231880959131373568,neg,neg,None,neg
آپشن,1232377365449379840,neg,neg,None,neg
آپشن,1232012374963560452,neg,neg,None,neg
آپشن,1231995944356450304,neg,neg,None,neg
آپشن,1232393003295264769,neu,neu,None,neu
آپشن,1232331026292264961,neg,neg,None,neg
آپشن,1232419301975642115,neg,neg,None,neg
آپشن,1231760188161642501,neu,neu,None,neu
آپشن,1231510606290640896,neg,neg,None,neg
آپشن,1232057582237503488,neu,neu,None,neu
آپشن,1231841242021081088,neg,neg,None,neg
آپشن,1231519301951115264,neg,neg,None,neg
آپشن,1232213623029862401,pos,pos,None,pos
آپشن,1232015271717675013,neg,neg,None,neg
آپشن,1231684843609694208,neg,neg,None,neg
آپشن,1232217661549010944,neu,neu,None,neu
آپشن,1231691861334454272,neg,neg,None,neg
آپشن,1231470437319622657,pos,pos,None,pos
آپشن,1232400389888184320,neg,neg,None,neg
آپشن,1232326284614754310,pos,pos,None,pos
آپشن,1231824720074616833,pos,pos,None,pos
آپشن,1231872166485950464,neg,neg,None,neg
آپشن,1232028651690102786,neg,neg,None,neg
آپشن,1231883212747616256,neg,neg,None,neg
آپشن,1232047000595714049,neg,neg,None,neg
آپشن,1231747061680418818,neg,neg,None,neg
آپشن,1232250432002699266,neg,neg,None,neg
آپشن,1231592632159211520,neg,neg,None,neg
آپشن,1232098339547643911,neg,neg,None,neg
آپشن,1231960489053368325,neg,neg,None,neg
آپشن,1232172068084633600,neu,neu,None,neu
آپشن,1232300401375862784,neg,neg,None,neg
آپشن,1231388408687276034,neu,neu,None,neu
آپشن,1231356151469658117,neu,neu,None,neu
آپشن,1231356577204051969,neu,neu,None,neu
آپشن,1231371804834443265,neg,neg,None,neg
آپشن,1232353919621369856,neg,neg,None,neg
آپشن,1232069563941933056,neg,neg,None,neg
آپشن,1232182411124977664,neu,neu,None,neu
آپشن,1232334380909125633,neg,neg,None,neg
آپشن,1232304465321091073,neg,neg,None,neg
آپشن,1231355930425647105,neu,neu,None,neu
آپشن,1231940553161543680,neu,neu,None,neu
آپشن,1231644858546257920,pos,pos,None,pos
آپشن,1231338328504619013,neu,neu,None,neu
آپشن,1231933500103757824,neu,neu,None,neu
آپشن,1232302834797993985,neg,neg,None,neg
آپشن,1231932791669116934,neg,neg,None,neg
آپشن,1232341448609144832,neu,neu,None,neu
آپشن,1231647703827976193,neg,neg,None,neg
آپشن,1231343772287619072,pos,pos,None,pos
آپشن,1232132671544995840,neg,neg,None,neg
آپشن,1231305754805592064,neu,neu,None,neu
آپشن,1232269978658918401,pos,pos,None,pos
آپشن,1231884287634530304,neg,neg,None,neg
آپشن,1231811853979877378,neg,neg,None,neg
آپشن,1231848158625320961,neg,neg,None,neg
آپشن,1232254643004198913,neu,neu,None,neu
آپشن,1232316578135326721,neg,neg,None,neg
آپشن,1231804140168327168,neg,neg,None,neg
آپشن,1232257300087418880,neu,neu,None,neu
آپشن,1232507983973601280,neg,neg,None,neg
آپشن,1232404656300544000,neu,neu,None,neu
سورپرایز,1232433841870032896,pos,pos,None,pos
سورپرایز,1231953252184293376,pos,pos,None,pos
سورپرایز,1230262739098095616,neg,neg,None,neg
سورپرایز,1231906193075032065,neg,neg,None,neg
سورپرایز,1231825391083544577,neg,neg,None,neg
سورپرایز,1230420366893441025,neg,neg,None,neg
سورپرایز,1230212382841917441,neu,neu,None,neu
سورپرایز,1231641030841241601,neg,neg,None,neg
سورپرایز,1230130934722318337,neg,neg,None,neg
سورپرایز,1232392628806680576,neu,neu,None,neu
سورپرایز,1232707308137930754,neg,neg,None,neg
سورپرایز,1231668088820518913,neg,neg,None,neg
سورپرایز,1230137194662318080,neu,neu,None,neu
سورپرایز,1231670022973673472,pos,pos,None,pos
سورپرایز,1232575195787005952,neg,neg,None,neg
سورپرایز,1230244805076279297,neg,neg,None,neg
سورپرایز,1232632956331622400,neg,neg,None,neg
سورپرایز,1232435230524362752,neu,neu,None,neu
سورپرایز,1230264296761749504,neg,neg,None,neg
سورپرایز,1232434709281423360,neu,neu,None,neu
سورپرایز,1232593946334892032,neg,neg,None,neg
سورپرایز,1231552264910909440,neg,neg,None,neg
سورپرایز,1230136309093715968,pos,pos,None,pos
سورپرایز,1232705290769960962,pos,pos,None,pos
سورپرایز,1231148592322228229,neu,neu,None,neu
سورپرایز,1230199550671032323,neu,neu,None,neu
سورپرایز,1232388579457978370,pos,pos,None,pos
سورپرایز,1231648897174511616,neu,neu,None,neu
سورپرایز,1231015902994407424,neg,neg,None,neg
سورپرایز,1231584448975704065,neg,neg,None,neg
سورپرایز,1232281358145400832,neg,neg,None,neg
سورپرایز,1231343371471523843,neg,neg,None,neg
سورپرایز,1232222628078923777,neg,neg,None,neg
سورپرایز,1231315838441000961,neg,neg,None,neg
سورپرایز,1231242141386579968,neg,neg,None,neg
سورپرایز,1231191651579764736,pos,pos,None,pos
سورپرایز,1231195333373415425,pos,pos,None,pos
سورپرایز,1231310044630679553,pos,pos,None,pos
سورپرایز,1230715443083497473,neu,neu,None,neu
سورپرایز,1232011813090471937,neg,neg,None,neg
سورپرایز,1230475037972533250,neg,neg,None,neg
